Date,Close,High,Low,Open,Volume
2015-01-02,40.07212829589844,40.63773136497708,39.88359611893786,39.98643214901622,27913900
2015-01-05,39.70363235473633,40.04642021227634,39.63507282176925,39.73790885212141,39673900
2015-01-06,39.12088394165039,40.063554504710254,39.026616231524805,39.74647488173165,36447900
2015-01-07,39.61793518066406,39.81503894545161,38.98377581032129,39.403691531664734,29114100
2015-01-08,40.78342056274414,40.920536365351005,40.03785359038797,40.06356178178344,29645200
2015-01-09,40.44062423706055,40.98051907083948,40.19210412420196,40.80055521594589,23944200
2015-01-12,39.935028076171875,40.74058655510778,39.7293559357923,40.637747215818266,23651900
2015-01-13,39.729339599609375,41.05764946280131,39.47224789529778,40.252094584198716,35270600
2015-01-14,39.38655090332031,39.62650600865315,39.09517941542218,39.38655090332031,29719600
2015-01-15,38.9752082824707,39.74648680662934,38.91522031604714,39.609370987789916,32750800
2015-01-16,39.62650680541992,39.66078330478645,38.70954097901898,38.82952016864711,35695300
2015-01-20,39.75504684448242,39.97786204692915,39.052328010485795,39.67791900811214,36161900
2015-01-21,39.352264404296875,39.540799825716654,38.975196830555355,39.36940428525304,39081100
2015-01-22,40.38920593261719,40.39777423854193,39.48938343201003,39.746475108026644,35898000
2015-01-23,40.432064056396484,40.61202794745758,40.10641277559628,40.58631975419138,26211600
2015-01-26,40.286376953125,40.389216265118755,39.626509347875476,40.277808645008285,42525500
2015-01-27,36.55853271484375,37.02129973797935,36.08719738495305,36.807056109020095,169164000
2015-01-28,35.29878234863281,36.66994366043949,35.27307415692536,36.62709558456086,84507100
2015-01-29,36.001502990722656,36.095770723661914,34.95599615863881,35.07597208452558,63585300
2015-01-30,34.621788024902344,35.63301869054839,34.578936663685234,35.60730721999815,78004900
2015-02-02,35.37590026855469,35.453028091138364,34.47607785114363,34.78458914147833,50352500
2015-02-03,35.650146484375,35.93294970670036,35.178811049598465,35.67585794855853,52082400
2015-02-04,35.855831146240234,36.172910954499486,35.4444835727715,35.941527331467086,41614800
2015-02-05,36.378578186035156,36.54140220895029,35.87296296118386,36.181474389106576,36548200
2015-02-06,36.34428405761719,36.669935243928634,36.121472152729076,36.575667537172855,34616600
2015-02-09,36.30144500732422,36.62709627451373,36.172897508168205,36.19860896945863,31381100
2015-02-10,36.507118225097656,36.65280561330522,36.147190446759225,36.62709742030927,29670700
2015-02-11,36.31858825683594,36.54997181529586,36.17290085968754,36.54997181529586,38262500
2015-02-12,36.92703628540039,36.92703628540039,36.42998943960991,36.55853693947951,33268800
2015-02-13,37.595481872558594,37.595481872558594,36.97846226725131,37.17556607010912,40264900
2015-02-17,37.612728118896484,37.975217248663284,37.2761268367896,37.9493261086407,33695700
2015-02-18,37.56958770751953,37.71631191183883,37.44875794652956,37.65589703134384,27111700
2015-02-19,37.5436897277832,37.56958087403916,37.15530607212654,37.26750652650813,27603400
2015-02-20,37.854400634765625,37.87166249820678,37.36244904996611,37.55232296309117,29721100
2015-02-23,38.10469055175781,38.13921098431554,37.673153867331855,37.716306877301726,32518800
2015-02-24,38.05290985107422,38.23415449164102,37.906185647498205,38.104695445106465,25271700
2015-02-25,37.966590881347656,38.052896882958315,37.802604868979316,37.93206716375823,29759800
2015-02-26,38.02701187133789,38.17373275620168,37.88028769411065,37.966597001998274,28957300
2015-02-27,37.84576416015625,38.14784180072794,37.68178141289514,38.08742693108629,33807700
2015-03-02,37.87165832519531,38.13920894814272,37.58684254834536,37.690410425216506,31924000
2015-03-03,37.35380554199219,37.828498416814796,37.18982282582982,37.595468267091746,31748600
2015-03-04,37.163944244384766,37.29340328751888,37.008590758732666,37.12078793764277,25748700
2015-03-05,37.207088470458984,37.31928891523133,36.956796436875734,37.17256475016546,23193500
2015-03-06,36.55978775024414,37.20709276482392,36.37854313632906,37.11215416924072,36248800
2015-03-09,36.98269271850586,37.22435550176883,36.41306442398342,36.41306442398342,32108000
2015-03-10,36.274967193603516,36.86185725970655,36.274967193603516,36.55115036678575,39159700
2015-03-11,36.23181915283203,36.56841723547947,36.110989409559984,36.516634941142065,32215300
2015-03-12,35.40327072143555,35.94700787697855,35.265179111242816,35.67082465659308,59992500
2015-03-13,35.7139778137207,35.79165455054496,35.0494109080829,35.12708764490715,58007700
2015-03-16,35.86932373046875,35.93836787511991,35.62766099328219,35.79164701000932,35273500
2015-03-17,35.99016189575195,36.10236236103938,35.51547217819345,35.70534608979858,31673400
2015-03-18,36.68061447143555,36.9654302347246,35.67082031220335,35.757126323426114,44194800
2015-03-19,36.49936294555664,36.758284222449845,36.43894809069365,36.47346851321346,33879100
2015-03-20,37.00859069824219,37.09489672685719,36.67199257733412,36.732407455837425,71904500
2015-03-23,36.9913215637207,37.22435174601789,36.92227412050821,37.00858342452383,26246100
2015-03-24,37.025856018066406,37.258882975548154,36.8963936706972,36.92228482322534,25513300
2015-03-25,35.78301239013672,37.051730987712276,35.765750531869244,37.04309841239713,43469900
2015-03-26,35.5672492980957,35.91247992917121,35.31695725518412,35.575881874672405,37495600
2015-03-27,35.36011505126953,35.75712798917036,35.23928531298349,35.489574074134524,34401400
2015-03-30,35.351478576660156,35.85206262849736,35.30832557379631,35.472308301624146,35049700
2015-03-31,35.092552185058594,35.41188831084091,34.98898433471131,35.196120035405876,34887200
2015-04-01,35.14435577392578,35.17887621349746,34.790495752492866,35.040784578117886,36865300
2015-04-02,34.77322769165039,35.16161137582846,34.626503503243704,35.09256392425738,37487500
2015-04-06,35.86071014404297,36.05921669202968,34.678300144137424,34.81639179892665,39223700
2015-04-07,35.84343338012695,36.17140215859356,35.65355949142598,35.912480825009766,28809400
2015-04-08,35.74848937988281,35.981519532553484,35.42052394340963,35.783013097099854,24753400
2015-04-09,35.8002815246582,35.921111264725845,35.601775052780866,35.601775052780866,25723900
2015-04-10,36.007423400878906,36.205929888342816,35.73986946088994,35.929746662970096,28022000
2015-04-13,36.041927337646484,36.30085187373661,35.722591246794174,35.73122382059037,30276700
2015-04-14,35.9470100402832,36.27497557650074,35.72260910248817,36.07646908067521,24244400
2015-04-15,36.473472595214844,36.64608789658312,35.97289184284618,36.04193598797567,27343600
2015-04-16,36.387168884277344,36.54252233606476,36.09372384116369,36.20592428797977,22509700
2015-04-17,35.92111587524414,36.024687059192885,35.52410288053237,35.96426888904083,42387600
2015-04-20,37.03447341918945,37.25887101793323,35.97289370549682,36.01604670998257,46057700
2015-04-21,36.80144119262695,37.24161037398853,36.70650261263277,37.112148075385,26013800
2015-04-22,37.10353469848633,37.22436447305667,36.72378021570591,36.827348123571284,25064300
2015-04-23,37.40559005737305,37.6386202004938,36.93952977113155,37.01720648550513,46309500
2015-04-24,41.315330505371094,41.548360762275436,39.399309435876006,39.407938722858674,130933700
2015-04-27,41.453426361083984,41.53973570151351,40.754338811610694,40.7629680994713,59248200
2015-04-28,42.42868423461914,42.471837242100804,41.16859797891944,41.23764213241741,60730800
2015-04-29,42.34238052368164,42.558148865194234,41.85905825344254,42.04893544752998,47804600
2015-04-30,41.979888916015625,42.75665627939437,41.945365190451305,42.0316745043621,64725500
2015-05-01,41.99715805053711,42.187035281654104,41.77276038024231,41.92811387981727,38937300
2015-05-04,41.634647369384766,42.17838104635614,41.58286179866068,41.74684450074311,34039500
2015-05-05,41.0822868347168,41.56560905704596,40.831998085568735,41.27216400998241,50369200
2015-05-06,39.94304275512695,41.22902379052046,39.71864508124656,41.05640842241629,52433000
2015-05-07,40.30553436279297,40.64213251148974,39.839473868121644,39.93441248285442,32971700
2015-05-08,41.21175003051758,41.410256494219716,41.01324356681544,41.039134712231224,35364900
2015-05-11,40.8837890625,41.34984952316673,40.8837890625,41.03914254938891,24609400
2015-05-12,40.866519927978516,41.15133570072741,40.06386148596686,40.434983272805084,29928300
2015-05-13,41.10818862915039,41.703708114023875,41.056403037801616,41.5915076456168,34184600
2015-05-14,42.04893112182617,42.1352371326072,41.45340845340198,41.45340845340198,32980900
2015-05-15,41.68644332885742,42.212918614067725,41.4706749852377,42.1783948889213,28642700
2015-05-18,41.43614196777344,41.61738983796439,41.09091467081948,41.41025082590169,24136500
2015-05-19,41.331905364990234,41.53170189605086,40.98443111998741,41.31453132136409,28574800
2015-05-20,41.331905364990234,41.63594284404771,41.06261265942505,41.1668536074219,25047900
2015-05-21,41.19291687011719,41.34927996362227,40.8367572268579,41.07130186711552,22410700
2015-05-22,40.74120330810547,41.1321077123675,40.671707129897,41.08867425786729,25720600
2015-05-26,40.471920013427734,40.72383874746087,40.12444566898473,40.680405282845726,29581900
2015-05-27,41.357975006103516,41.49696407574053,40.497977859513945,40.67171502500041,27335600
2015-05-28,41.21897506713867,41.714123704261276,41.16685293710895,41.26240851861681,19283700
2015-05-29,40.70646667480469,41.32323051805661,40.47192197798471,41.2016154857265,36519600
2015-06-01,41.02786636352539,41.49695562063251,40.49796960795181,40.880191956895445,28837300
2015-06-02,40.75857925415039,41.13211297541588,40.49797518004346,40.76726793441829,21498300
2015-06-03,40.69776916503906,41.47089928555794,40.67170975341002,41.1494844112513,28002200
2015-06-04,40.272117614746094,40.967062889604776,40.133128559774356,40.64565132131272,27745500
2015-06-05,40.081016540527344,40.41111687208395,39.82041241088214,40.22869431270844,25438100
2015-06-08,39.724849700927734,40.3329281040911,39.67272755879578,40.219998453018874,22121600
2015-06-09,39.65534591674805,39.907261250020305,39.490294168946455,39.750898180397634,24406100
2015-06-10,40.489280700683594,40.680391858437225,39.690091297699176,39.77696151202348,28417400
2015-06-11,40.341609954833984,40.75857711426581,40.07232052835783,40.53272114556706,27347800
2015-06-12,39.93333435058594,40.36767558715525,39.87252684256708,40.15050496887059,23931000
