Date,return,sma_10,vol_10
2020-11-10,-0.0128247850129527,83.39873352050782,0.03089530077108008
2020-11-11,0.007078808930650604,84.57361755371093,0.021636680429998154
2020-11-12,-0.0016373625508532275,85.48231353759766,0.021119455484605504
2020-11-13,0.015532836836041897,86.25868682861328,0.019626174652050365
2020-11-16,0.0024535461977410744,87.0317756652832,0.01965016720456297
2020-11-17,-0.006304016802219925,87.6286491394043,0.020122564726656522
2020-11-18,-0.013202388879150262,87.6169548034668,0.00910513507065239
2020-11-19,0.009812325742989625,87.61969146728515,0.009286660123006798
2020-11-20,-0.01231903267385337,87.52235336303711,0.010086800822667
2020-11-23,-0.004207486004012884,87.38231582641602,0.010110229433152105
2020-11-24,0.019609702385476213,87.52409439086914,0.011235488643567179
2020-11-25,0.0014415989484379832,87.61725387573242,0.011074880587629798
2020-11-27,0.012283855074500805,87.83298187255859,0.011554613593664862
2020-11-30,-0.018096088984264402,87.75196685791016,0.01221799376270668
2020-12-01,0.021218237338253454,87.83517303466797,0.014081120885789576
2020-12-02,0.01660087665261223,88.12281036376953,0.01460970993420927
2020-12-03,-0.0006456331280750849,88.52087478637695,0.013532302848691053
2020-12-04,0.0006677866661206622,88.83971405029297,0.013447383082069747
2020-12-07,-0.004655284435975071,89.22434158325196,0.012629335164366226
2020-12-08,-0.0005112095350732204,89.6408187866211,0.012400739414968942
2020-12-09,-0.01892712486611503,89.71670913696289,0.013243369189930281
2020-12-10,-0.00493239270713941,89.73611679077149,0.013369213233263904
2020-12-11,0.0036275619056862496,89.67928619384766,0.012774082871747973
2020-12-14,-0.012184432558326463,89.6759017944336,0.011985064642104302
2020-12-15,0.0043803527312833435,89.52496566772462,0.009627902513376743
2020-12-16,-0.0026982018867639512,89.20174636840821,0.007185792263387273
2020-12-17,-0.00856504570186778,88.80925521850585,0.007261500443404178
2020-12-18,-0.009662893793160543,88.32664260864257,0.00719818782028994
2020-12-21,0.004829477695649453,87.92798080444337,0.007899794617069652
2020-12-22,-0.009123875601367182,87.45497283935546,0.007890403091504135
2020-12-23,0.005152250281180715,87.19744338989258,0.006889050520608776
2020-12-24,0.0037346662176913625,87.01590347290039,0.007147763428578291
2020-12-28,0.02141649369608878,86.98763732910156,0.01025588061406337
2020-12-29,-0.00977987575563799,86.9809684753418,0.009969753304084256
2020-12-30,-0.01091712211700313,86.84038467407227,0.010382623434981234
2020-12-31,0.0071055286727674805,86.7850471496582,0.010720707347521414
2021-01-04,-0.013494095299570352,86.68721160888671,0.011229797638192464
2021-01-05,0.007336863304869823,86.73652725219726,0.011070720453294458
2021-01-06,-0.003233849159368307,86.7162239074707,0.0110240930626449
2021-01-07,0.029943052196587105,87.0334701538086,0.014018171112649079
2021-01-08,0.011168064383169751,87.40585632324219,0.014213876302015928
2021-01-11,-0.022404840760851474,87.54454879760742,0.01654714621822405
2021-01-12,-0.011416553560099518,87.39754486083984,0.01542255257222763
2021-01-13,0.004494642006469096,87.37604675292968,0.015237662814738573
2021-01-14,-0.008105345990954693,87.37933197021485,0.015041414592698433
2021-01-15,-0.0022929018714470395,87.30125122070312,0.014850186929023186
2021-01-19,0.03148846198948552,87.61287460327148,0.017204194604898457
2021-01-20,0.05362798439756289,88.33933486938477,0.023403124965698137
2021-01-21,0.002305305933020474,89.11545867919922,0.0231634220527816
2021-01-22,0.005181716344439424,89.68177642822266,0.021953609719938615
2021-01-25,-0.0008679039957213419,90.1405532836914,0.021993338305288778
2021-01-26,0.009392353534243947,90.88960571289063,0.019742052190629144
2021-01-27,-0.04509087175488147,91.30881958007812,0.02552041557357324
2021-01-28,0.017653679713856674,91.84980697631836,0.02582810163311525
2021-01-29,-0.014690453451704721,92.3253547668457,0.026316347865714042
2021-02-01,0.03574021095053359,93.14726104736329,0.027746978676398554
2021-02-02,0.013758809606073896,93.82729110717773,0.02673188721224664
2021-02-03,0.07396062908642231,94.73882293701172,0.031039490387699344
2021-02-04,-0.003719693386174172,95.59038925170898,0.03125742608440859
2021-02-05,0.017276240849845692,96.57049713134765,0.03132152263115562
2021-02-08,-0.0024260784137772884,97.5334861755371,0.03138728852109168
2021-02-09,-0.0044913956304668545,98.36091766357421,0.03173144738826099
2021-02-10,0.0056970790990689135,99.67763137817383,0.02562489463783489
2021-02-11,0.00024349652819899426,100.83604507446287,0.025929340915412734
2021-02-12,0.003921914575469199,102.1715690612793,0.02441354036022594
2021-02-16,0.008454886119629856,103.26912155151368,0.023208330724623544
2021-02-17,0.0030208382931027344,104.26838760375976,0.02332836100870165
2021-02-18,-0.005220157784650126,104.50292587280273,0.007010566909940199
2021-02-19,-0.0075853713622667795,104.6958625793457,0.007469450197118413
2021-02-22,-0.017257348678063167,104.5310432434082,0.007547647262820071
2021-02-23,0.002896068516083705,104.42131271362305,0.0076668231503860314
2021-02-24,0.011739012304915697,104.47933731079101,0.008523238081553199
2021-02-25,-0.03045570319012425,104.16074676513672,0.0127407337770621
2021-02-26,0.002707554730530193,103.86698760986329,0.012834436609403888
2021-03-01,0.021921086197197237,103.75452117919922,0.014963874116129493
2021-03-02,-0.002724076564927902,103.52530670166016,0.014593880808645288
2021-03-03,-0.023667488842210926,103.0197021484375,0.01593306409968063
2021-03-04,0.011042439680435834,102.68075790405274,0.01669321861193358
2021-03-05,0.02901296686047261,102.71758346557617,0.019402066512183302
2021-03-08,-0.04001349195027337,102.5149932861328,0.02276247727543364
2021-03-09,0.014094606063061788,102.4246208190918,0.023286122366552985
2021-03-10,0.0011351722890395877,102.22486801147463,0.022898275736757727
2021-03-11,0.029070102286152588,102.63995208740235,0.022320703174420045
2021-03-12,-0.02499089823113232,102.7646614074707,0.02417595590126953
2021-03-15,0.0022163983738330284,102.68991470336914,0.023104798252417284
2021-03-16,0.012596235981822579,102.77292175292969,0.023445067132531573
2021-03-17,-0.0006882609958375197,103.09325332641602,0.021823334985567995
2021-03-18,-0.026235203084453707,103.02920684814455,0.023483529747880254
2021-03-19,0.003427959284917792,102.70404663085938,0.021208929400805054
2021-03-22,-0.0022563642813883122,102.7758056640625,0.016772120919562157
2021-03-23,0.007049119880912835,102.77710037231445,0.016294506344389025
2021-03-24,-0.0038481488932671226,102.72748489379883,0.01633657981995885
2021-03-25,-0.0003422962063143187,102.37709426879883,0.012688435762573103
2021-03-26,-0.004309414539056644,102.24586563110351,0.010203565095786174
2021-03-29,0.010021847073797385,102.19341354370117,0.010779553804883806
2021-03-30,-0.00019939813678326868,102.00938491821289,0.009769899423195446
2021-03-31,0.006368214878604617,101.89766540527344,0.010103288907970714
2021-04-01,0.033413312690630415,102.40292205810547,0.011126622465183481
2021-04-05,0.04107125453235416,103.31037368774415,0.015903392310041554
2021-04-06,-0.00035938150009862113,104.23678741455078,0.015768969866097528
2021-04-07,0.01120574941477015,105.21575088500977,0.015769939053342185
2021-04-08,0.007005383194399251,106.31245651245118,0.015124605196436155
2021-04-09,0.009022523012089723,107.51436386108398,0.014669497016504158
2021-04-12,-0.013600827679344452,108.6053970336914,0.016003325354905257
2021-04-13,0.005534858395798814,109.65701675415039,0.016077676177701974
2021-04-14,-0.005482483795943627,110.64881820678711,0.016528577055688956
2021-04-15,0.018546871098970685,111.78359298706054,0.016726397198778616
2021-04-16,0.0004790247440711326,112.5798728942871,0.01488408791580382
2021-04-19,0.0020192675111105896,112.96231155395508,0.009018567061135307
2021-04-20,-0.0038090603618609054,113.30508728027344,0.009243102506699297
2021-04-21,-0.00014825536257612182,113.52210845947266,0.00882353193928833
2021-04-22,-0.011062639824768072,113.53445053100586,0.009498901642130866
2021-04-23,0.020891267645622547,113.68085632324218,0.01130120797457459
2021-04-26,0.004941061191884533,114.03890914916992,0.010027370575702526
2021-04-27,-0.00843236766717581,114.23721923828126,0.010619865354763766
2021-04-28,0.03155010969744554,114.85962142944337,0.01378546546732775
2021-04-29,0.021000807101462238,115.52263031005859,0.014062620474159036
2021-04-30,-0.008136115207991956,116.08178100585937,0.014671637938128814
2021-05-03,-0.006203045793127582,116.5434440612793,0.01507472223262366
2021-05-04,-0.017084311912676342,116.8451156616211,0.016373216491771453
2021-05-05,0.0010576266859769756,117.16087036132812,0.0163540788191434
2021-05-06,0.010442404891232826,117.72534637451172,0.015722747528787676
2021-05-07,0.007281602307883661,118.14033203125,0.014753789765532092
2021-05-10,-0.02377548335355051,118.21458129882812,0.01708352959974042
2021-05-11,-0.014049860943060044,118.22274322509766,0.017506866320064717
2021-05-12,-0.03018069424189418,117.52191390991212,0.01605038971885366
2021-05-13,0.010222898405051417,116.68627243041992,0.014305470501977252
2021-05-14,0.023957033417820295,116.21868743896485,0.017316005126355158
2021-05-17,0.0022667354177987598,115.85162734985352,0.017394173157192678
2021-05-18,-0.007745408015850108,115.59872436523438,0.01679347498738409
2021-05-19,0.002292241488040192,115.35970611572266,0.01682339054430176
2021-05-20,0.020522297743514217,115.23400115966797,0.017913632145576373
2021-05-21,-0.004664538142400643,114.96731338500976,0.017702942537981894
2021-05-24,0.02625487729266429,115.2908317565918,0.017969001337610587
2021-05-25,0.0009971333292688733,115.79001693725586,0.01699680171114383
2021-05-26,0.010153271797889829,116.75768280029297,0.011903495350103984
2021-05-27,-0.012746894939072884,117.4570701599121,0.013611777690283293
2021-05-28,0.0037669267140005847,117.93182144165038,0.012085288921125582
2021-06-01,0.007567691483783667,118.47126541137695,0.012111699700493308
2021-06-02,-0.0035105197920237696,119.05773849487305,0.011697486310467336
2021-06-03,-0.006884819553510724,119.53497848510742,0.012284302010168429
2021-06-04,0.019608133168899977,120.01107330322266,0.01215157379503245
2021-06-07,0.005844695396004074,120.6131706237793,0.011761960077512902
2021-06-08,0.006796336867493258,120.99227447509766,0.009206127797046822
2021-06-09,0.003443553217370887,121.40198364257813,0.009174741600069657
2021-06-10,0.012121717088799278,121.84025802612305,0.009354986992098635
2021-06-11,-0.00304171038617429,122.39473190307618,0.007853527723891598
2021-06-14,0.005214962532683831,122.96940994262695,0.007850399650678847
2021-06-15,-0.0025247619719012127,123.42151794433593,0.0080881929090403
2021-06-16,-0.0026698866443143343,123.88258361816406,0.008008825766921648
2021-06-17,0.00536614296277671,124.49373931884766,0.007077156659757815
2021-06-18,-0.006358330416144087,124.7902847290039,0.005771485361053366
2021-06-21,0.007067910497145613,125.10385055541992,0.005864365824420376
2021-06-22,0.004305924369508496,125.38820343017578,0.005714570897984253
2021-06-23,-0.004236218302377748,125.57646255493164,0.006048957997058698
2021-06-24,0.006488043617479011,125.6960952758789,0.005147510810908293
2021-06-25,-0.0022547557857801603,125.82533340454101,0.005085152092507257
2021-06-28,-0.00138196247725908,125.87186279296876,0.004908171369128954
2021-06-29,-0.00631613941504916,125.87041931152343,0.005289151362019196
2021-06-30,-0.005574456359419333,125.83254928588867,0.0055265515462513725
2021-07-01,0.008398648200622638,125.83229904174804,0.005939156863328036
2021-07-02,0.018600401849188097,126.14596328735351,0.007888267199467298
2021-07-06,0.008172739249265204,126.47599868774414,0.007966550997010258
2021-07-07,0.0023619603526650046,126.7823471069336,0.007944534263705835
2021-07-08,-0.006922800584401867,127.05261611938477,0.00823497173169299
2021-07-09,0.0030770837549038976,127.2807846069336,0.008105273527065136
2021-07-12,0.007636632456048842,127.63600158691406,0.008156677305312485
2021-07-13,0.0032973220193499575,128.05153427124023,0.00802290225913285
2021-07-14,0.008305687500541392,128.65507736206055,0.007388392872427975
2021-07-15,-0.006178040528345141,129.24732131958007,0.007483824508138067
2021-07-16,0.004410936674964061,129.79244079589844,0.007368720384380311
2021-07-19,-0.019655707384300336,129.84568786621094,0.008881204953866219
2021-07-20,0.014293683311198402,129.97811279296874,0.00965018921257294
2021-07-21,0.011433730170563372,130.2292221069336,0.010196820283069936
2021-07-22,0.005490257469558557,130.64241485595704,0.009739278208923847
2021-07-23,0.033657424575625594,131.46268005371093,0.013691535402082271
2021-07-26,0.013267728154631397,132.36644897460937,0.013868677574433852
2021-07-27,-0.0203946841879854,132.94391174316405,0.016342662457785356
2021-07-28,-0.0030335660247777785,133.37178497314454,0.01643951958392349
2021-07-29,0.0011657233712585313,133.89669799804688,0.01612872009943584
2021-07-30,-0.00966367674234414,134.23265686035157,0.016699059135900213
2021-08-02,0.0056832895165888075,134.9030334472656,0.014745501301867428
2021-08-03,0.0021362551781556327,135.41844329833984,0.014408855532253677
2021-08-04,-0.0018456220306477533,135.75962829589844,0.014256105737194338
2021-08-05,0.006700862800186336,136.11907653808595,0.014288043776740606
2021-08-06,0.0007009476844039852,136.04144439697265,0.009302303629967125
2021-08-09,0.007049317477049177,135.87796936035156,0.008446031458538438
2021-08-10,0.0006847774984157784,136.00735778808593,0.005061818467808365
2021-08-11,-0.002947168777396203,136.13754119873047,0.005054316993477631
2021-08-12,0.005083797818993041,136.32156982421876,0.005220606962133425
2021-08-13,0.00011931219014971184,136.63856811523436,0.0035866030871009253
2021-08-16,0.003684722860988643,136.92983703613282,0.0034317323258779633
2021-08-17,-0.011629186407228875,137.03140563964843,0.005543189304952963
2021-08-18,-0.005320405712200493,137.085302734375,0.00582636162653639
2021-08-19,0.0025150257182819935,137.0826644897461,0.005463464998952438
2021-08-20,0.011127417343600454,137.22210388183595,0.006508325863827699
2021-08-23,0.019232683823639407,137.5303939819336,0.008572061079671508
2021-08-24,0.009206166563716867,137.95856475830078,0.008818617472461408
2021-08-25,0.003872964440818416,138.4821334838867,0.008558239829797688
2021-08-26,-0.005785156850335871,138.85372467041014,0.009051526653456009
2021-08-27,0.017080202130144162,139.46527709960938,0.010047965147556645
2021-08-30,0.006357781741367141,140.11753997802734,0.010062413659291792
2021-08-31,-5.174658967843637e-05,140.92984008789062,0.008528355610888144
2021-09-01,0.0026124421470063997,141.85266723632813,0.007705892422533833
2021-09-02,-0.01112853317052187,142.57977294921875,0.00950955093209155
2021-09-03,0.003855222398686964,143.21058502197266,0.009285784518851915
2021-09-07,0.005139016816886999,143.65045013427735,0.007747657480697183
2021-09-08,-0.004367044098706474,143.8977798461914,0.007751085446294661
2021-09-09,0.00020697703062877437,144.09320373535155,0.007726623215774681
2021-09-10,-0.02065015001671555,144.0730987548828,0.010271599782863723
