Date,Open,High,Low,Volume,return,sma_10,vol_10,Target_Price,Close_Lag_1
2015-01-02,0.4830990433692932,0.48669891236504514,0.4754193609903401,113680000,,,,,
2015-01-05,0.4830990009727802,0.4845389484447119,0.4727794537145647,197952000,,,,,
2015-01-06,0.47565939255256634,0.4761393655800423,0.4600600832011617,197764000,,,,,
2015-01-07,0.4638999422535139,0.4679797849160554,0.45790020728976816,321808000,,,,,
2015-01-08,0.46461989348940763,0.4794992583603189,0.46437989265897683,283780000,,,,,
2015-01-09,0.4782992860329545,0.48213912746203824,0.4718195500452519,209540000,,,,,
2015-01-12,0.47973928614912614,0.4799792870073558,0.4682197885250047,190732000,,,,,
2015-01-13,0.4761393943273643,0.4857389698924266,0.4684597395971128,236720000,,,,,
2015-01-14,0.46677985327325494,0.4751794824987189,0.46557990624104584,155260000,,,,,
2015-01-15,0.47709932884151735,0.4799791955465357,0.4701396199779845,188932000,,,,,
2015-01-16,0.4696596225771142,0.47949919763479176,0.46821967499487277,181512000,0.01836730051932678,0.47174757421016694,0.01886073895418838,0.4804592430591583,0.47037962079048157
2015-01-20,0.48237913530654236,0.48501900145119153,0.4744594796546106,140308000,0.0030061808407002566,0.4722995638847351,0.01799108680638571,0.4871789515018463,0.4790192246437073
2015-01-21,0.47781937611955233,0.48837892713980063,0.47445950727306674,144780000,0.013986011383405828,0.474963453412056,0.014445120016965081,0.4955786168575287,0.4804592430591583
2015-01-22,0.48813890511213115,0.49701856475779843,0.4830991446791756,159712000,0.017241437319466257,0.4785872995853424,0.014535536050628784,0.4970185458660126,0.4871789515018463
2015-01-23,0.4960585424903303,0.4979784920237085,0.49197872840663304,120416000,0.0029055511265083656,0.4806272178888321,0.010055976872211403,0.49485865235328674,0.4955786168575287
2015-01-26,0.49485865235328674,0.49725854649354945,0.49173878424914624,133240000,-0.00434570003612722,0.4822591572999954,0.010418176805412124,0.4710996747016907,0.4970185458660126
2015-01-27,0.48717895942961714,0.4876589611362074,0.47013969989750454,357948000,-0.04801164441322969,0.48211516439914703,0.018975721842551054,0.4634200632572174,0.49485865235328674
2015-01-28,0.4768594837479446,0.4787794050479055,0.4631800623663478,272728000,-0.01630145775272751,0.48127521276474,0.019658611256150194,0.47469937801361084,0.4710996747016907
2015-01-29,0.4636598569293644,0.47733924358837515,0.46149993570384523,235340000,0.02433928880229108,0.48137119710445403,0.02128765631220733,0.4607800245285034,0.4634200632572174
2015-01-30,0.4713395740883353,0.4768593353799531,0.4600600792978928,298200000,-0.0293224599184293,0.4804112374782562,0.02323018011779076,0.4708596169948578,0.47469937801361084
2015-02-02,0.4636599355732553,0.4727795377624166,0.454540333384094,259604000,0.02187506386950777,0.47959527671337127,0.023592429737396923,0.4826190769672394,0.4607800245285034
2015-02-03,0.47421944878543554,0.48309907860767765,0.47181955501920586,183468000,0.024974450022776207,0.4798112601041794,0.025033576098467614,0.4838190972805023,0.4708596169948578
2015-02-04,0.48117923105848587,0.4893388591759812,0.4797392546127617,181516000,0.0024864750908808464,0.479475274682045,0.02461786176995532,0.4917387366294861,0.4826190769672394
2015-02-05,0.4842990254625357,0.4919787088548767,0.48381908101175447,140448000,0.01636900939524555,0.4790912866592407,0.024549785183454444,0.48957881331443787,0.4838190972805023
2015-02-06,0.4912587333225385,0.49701852445657935,0.48741889163917257,210524000,-0.004392420515522022,0.47834731340408326,0.02454566906118236,0.4890989363193512,0.4917387366294861
2015-02-09,0.486699042088514,0.49053882708346,0.4835791738666264,273944000,-0.0009801833372606872,0.4777713418006897,0.024521307660694127,0.502778172492981,0.48957881331443787
2015-02-10,0.48957872968938243,0.5030181446765817,0.48741880838305374,226204000,0.027968239466172218,0.48093919157981874,0.019572304134104178,0.4994182586669922,0.4890989363193512
2015-02-11,0.5039780155661429,0.5039780155661429,0.4960583625071369,320832000,-0.006682696285976286,0.4845390111207962,0.018524525653203176,0.5351768136024475,0.502778172492981
2015-02-12,0.5279771324548157,0.539976601034202,0.5248572649023773,676904000,0.07160041571347286,0.4905867546796799,0.027233375172171406,0.5354167819023132,0.4994182586669922
2015-02-13,0.5339768342396967,0.5361367557336215,0.5258172071088414,310084000,0.00044839068839785945,0.4980504304170609,0.023544231013438863,0.5370969176292419,0.5351768136024475
2015-02-17,0.5344570506654653,0.5397368418110207,0.531097209581022,203340000,0.0031379960130484275,0.5046741604804993,0.023713688023188684,0.5308570861816406,0.5354167819023132
2015-02-18,0.5363768486519306,0.5373368521217139,0.5298971399298493,170948000,-0.01161770109414162,0.5094979614019394,0.02455351002311038,0.5322970747947693,0.5370969176292419
