Date,Open,High,Low,Close,Volume,return,sma_10,sma_200,vol_10,Close_Lag_1,RSI_14,MACD_line,MACD_hist,MACD_signal,ATR_14,BB_Lower,BB_Middle,BB_Upper,BB_Width,BB_Percent
2015-01-02,2058.89990234375,2072.360107421875,2046.0400390625,2058.199951171875,2708700000,,,,,,,,,,,,,,,
2015-01-05,2054.43994140625,2054.43994140625,2017.3399658203125,2020.5799560546875,3799120000,-0.018278105145113743,,,,2058.199951171875,,,,,,,,,,
2015-01-06,2022.1500244140625,2030.25,1992.43994140625,2002.6099853515625,4460110000,-0.008893471722946522,,,,2020.5799560546875,,,,,,,,,,
2015-01-07,2005.550048828125,2029.6099853515625,2005.550048828125,2025.9000244140625,3805480000,0.01162984267174294,,,,2002.6099853515625,,,,,,,,,,
2015-01-08,2030.6099853515625,2064.080078125,2030.6099853515625,2062.139892578125,3934010000,0.017888280629516196,,,,2025.9000244140625,,,,,,,,,,
2015-01-09,2063.449951171875,2064.429931640625,2038.3299560546875,2044.81005859375,3364140000,-0.008403811034715436,,,,2062.139892578125,,,,,,,,,,
2015-01-12,2046.1300048828125,2049.300048828125,2022.5799560546875,2028.260009765625,3456460000,-0.008093685160912578,,,,2044.81005859375,,,,,,,,,,
2015-01-13,2031.5799560546875,2056.929931640625,2008.25,2023.030029296875,4107300000,-0.0025785552362955766,,,,2028.260009765625,,,,,,,,,,
2015-01-14,2018.4000244140625,2018.4000244140625,1988.43994140625,2011.27001953125,4378680000,-0.005813067327385291,,,,2023.030029296875,,,,,,,,,,
2015-01-15,2013.75,2021.3499755859375,1991.469970703125,1992.6700439453125,4276720000,-0.009247875921837956,2026.9469970703126,,,2011.27001953125,,,,,,,,,,
2015-01-16,1992.25,2020.4599609375,1988.1199951171875,2019.4200439453125,4056410000,0.013424199395820402,2023.0690063476563,,0.01191171085052041,1992.6700439453125,,,,,,,,,,
2015-01-20,2020.760009765625,2028.93994140625,2004.489990234375,2022.550048828125,3944340000,0.0015499523698385698,2023.266015625,,0.010428759084398095,2019.4200439453125,,,,,,,,,,
