Date,Open,High,Low,Close,Volume,return,sma_10,vol_10,Target_Price,Close_Lag_1
2015-01-02,24.77868056866345,24.789803736396227,23.879983264314035,24.3204345703125,212818400,,,,,
2015-01-05,24.089080144454694,24.169162178636007,23.448425568160875,23.635282516479492,257142000,,,,,
2015-01-06,23.699792131779642,23.89777223644289,23.274912374186805,23.63750648498535,263188400,,,,,
2015-01-07,23.846615566061747,24.069065344465894,23.735390676859673,23.968963623046875,160423600,,,,,
2015-01-08,24.298186668971617,24.94773952442875,24.18028687717126,24.889902114868164,237458000,,,,,
2015-01-09,25.06341523971809,25.192436513950497,24.51618900784212,24.91659927368164,214798000,,,,,
2015-01-12,25.047845447774034,25.054518669777874,24.202537283196392,24.30263900756836,198603200,,,,,
2015-01-13,24.78757370102578,25.092330444797703,24.227001123216635,24.518409729003906,268367600,,,,,
2015-01-14,24.255916005440728,24.57846739841031,24.135792961237534,24.424978256225586,195826400,,,,,
2015-01-15,24.469475315208914,24.48282175865421,23.726493879364345,23.7620849609375,240056000,,,,,
2015-01-16,23.80879968078104,23.931147738638376,23.40171617608169,23.577451705932617,314053200,-0.007770078059581076,24.16338176727295,0.0207653903925533,24.18473243713379,23.7620849609375
2015-01-20,23.988975608627253,24.24034486393104,23.690893815629142,24.18473243713379,199599600,0.02575684339323092,24.218326759338378,0.02047491026502226,24.36937141418457,23.577451705932617
2015-01-21,24.235900203047848,24.705269323316333,24.084634301295583,24.36937141418457,194303600,0.00763452634966022,24.2915132522583,0.020515738253766482,25.003353118896484,24.18473243713379
2015-01-22,24.52731077292478,25.018924534057916,24.407187700040755,25.003353118896484,215185600,0.02601551324146567,24.39495220184326,0.021540855569264036,25.132375717163086,24.36937141418457
2015-01-23,24.981109805942747,25.303661293012837,24.80982253293594,25.132375717163086,185859200,0.005160211818513671,24.419199562072755,0.01798548643595936,25.159061431884766,25.003353118896484
2015-01-26,25.301429108080782,25.439348536901676,25.092327538318454,25.159061431884766,222460000,0.0010618062940805917,24.443445777893068,0.017985489635507754,24.278165817260742,25.132375717163086
2015-01-27,25.007800732869285,25.021148872066853,24.25369620874828,24.278165817260742,382274800,-0.03501305551516487,24.440998458862303,0.019839406427998387,25.650676727294922,25.159061431884766
2015-01-28,26.166760010959198,26.27576159595501,25.650676727294922,25.650676727294922,585908400,0.05653272658095054,24.554225158691406,0.026718853477438808,26.44927215576172,24.278165817260742
2015-01-29,25.875351468493466,26.513782778484742,25.70628920539715,26.44927215576172,337745600,0.031133503297283704,24.75665454864502,0.027727411854575557,26.062213897705078,25.650676727294922
